name,population,longitude,latitude,flaeche,region
Grattersdorf,1356,13.15342,48.803644,25.98,Bayerischer Wald
Fünfstetten,1356,10.76439,48.832623,26.71,Bayerisch-Schwaben
Schwarzach b.Nabburg,1356,12.227585,49.410332,27.36,Oberpfälzer Wald
Wurmsham,1355,12.337279,48.343045,28.17,Bayerisches Thermenland
Eddelak,1355,9.137433,53.945888,9.21,übrig. Schleswig-Holstein
"Gartow, Flecken",1354,11.46141,53.025263,28.41,Lüneburger Heide
Stralendorf,1353,11.300046,53.574587,11.96,Westmecklenburg
Elsnig,1352,12.928442,51.61115,36.91,Leipzig Region
Schmiechen,1352,10.965841,48.212774,13.5,Bayerisch-Schwaben
Fischbach bei Dahn,1351,7.71156,49.087476,32.87,Pfalz
Goldbeck,1350,11.862559,52.717293,26.99,Altmark
"Plech, M",1350,11.468558,49.651706,15.29,Fränkische Schweiz
Rümpel,1350,10.351796,53.782963,15.89,übrig. Schleswig-Holstein
Bleialf,1350,6.287268,50.239368,7.55,Eifel
Steinkirchen,1349,12.079194,48.374678,18.08,Münchener Umland
Esthal,1348,7.985522,49.377306,15.5,Pfalz
Stäbelow,1348,12.020973,54.040371,15.12,Mecklenburgische Ostseeküste
Wardow,1348,12.410105,53.928103,69.39,Mecklenburgische Schweiz und Seenplatte
Ober-Flörsheim,1348,8.155056,49.683754,10.24,Rheinhessen
Riol,1348,6.791417,49.79356,6.3,Mosel-Saar
Dürrholz,1347,7.58146,50.587821,6.9,Westerwald
Reimlingen,1346,10.51656,48.817302,9.53,Bayerisch-Schwaben
Üxheim,1346,6.759467,50.341184,30.99,Eifel
Schweigen-Rechtenbach,1345,7.961961,49.055708,16.01,Pfalz
"Neuerburg, Stadt",1344,6.294783,50.011631,10.17,Eifel
Bokholt-Hanredder,1344,9.735213,53.787955,8.56,übrig. Schleswig-Holstein
Tirpersdorf,1342,12.25539,50.434717,19.57,Vogtland
Kleinaitingen,1342,10.840706,48.219286,15.66,Bayerisch-Schwaben
Seulingen,1341,10.160868,51.543758,11.1,Harz
Grolsheim,1339,7.914483,49.909885,3.91,Rheinhessen
Kirchdorf,1339,12.195986,48.175555,21.03,Inn-Salzach
Wiesengrund/Łukojce,1338,14.536405,51.675179,50.44,Lausitzer Seenland
Udenheim,1338,8.171921,49.864584,7.97,Rheinhessen
Mertloch,1338,7.307472,50.27181,10.28,Eifel
"Burgpreppach, M",1338,10.648428,50.140945,38.76,Haßberge
Bächingen a.d.Brenz,1335,10.312137,48.546161,7.35,Bayerisch-Schwaben
Talheim,1334,8.662077,48.01059,13.12,Schwäbische Alb
Oberreichenbach,1334,10.769904,49.589955,4.82,Steigerwald
Görisried,1333,10.506919,47.706839,23.14,Allgäu
Sachsenkam,1333,11.64358,47.806902,15.92,Tölzer Land
Breiholz,1333,9.521979,54.206128,18.51,übrig. Schleswig-Holstein
Emkendorf,1331,9.853171,54.26233,38.96,übrig. Schleswig-Holstein
"Lieberose, Stadt",1330,14.30064,51.988274,73.03,Spreewald
Küsten,1330,11.06516,52.97687,41.53,Lüneburger Heide
Grabowhöfe,1330,12.594231,53.569758,43.09,Mecklenburgische Schweiz und Seenplatte
Helgoland,1329,7.887147,54.181561,4.21,Nordsee
Wieseth,1329,10.482033,49.160911,20.59,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Gädheim,1329,10.343449,50.024261,9.58,Haßberge
Mogendorf,1329,7.760042,50.493943,4.22,Westerwald
"Aislingen, M",1329,10.455887,48.506631,19.35,Bayerisch-Schwaben
Etzbach,1328,7.686988,50.77852,3.04,Westerwald
Biendorf,1328,11.700348,54.074807,40.99,Mecklenburgische Ostseeküste
Paulinenaue,1328,12.710464,52.675763,31.58,Havelland
Schlehdorf,1327,11.315207,47.657932,25.39,Tölzer Land
Perach,1326,12.767571,48.265551,14.13,Inn-Salzach
Neuenkirchen,1326,8.893851,53.777163,19.64,Nordseeküste
"Thüngen, M",1326,9.857816,49.941657,13.6,Fränkisches Weinland
Bruck,1326,11.907755,48.021043,21.59,Ebersberger Grünes Land
Dingolshausen,1326,10.387831,49.906407,10.23,Steigerwald
"Eisenheim, M",1325,10.17989,49.890048,11.56,Fränkisches Weinland
Gutenstetten,1324,10.630312,49.615842,21.36,Steigerwald
Obermarchtal,1323,9.568532,48.233294,26.59,Schwäbische Alb
Binau,1323,9.059764,49.367567,4.83,Nördliches Baden-Württemberg
Erpolzheim,1322,8.225515,49.489142,3.6,Pfalz
Deensen,1321,9.590468,51.862702,11.04,Weserbergland
Kirchhaslach,1321,10.309701,48.149798,31.99,Allgäu
Rammenau,1321,14.135515,51.15399,10.76,Oberlausitz/Niederschlesien
Gülzow,1321,10.490939,53.442249,17.07,übrig. Schleswig-Holstein
"Göhren, Ostseebad",1320,13.740906,54.341565,6.93,Rügen/Hiddensee
Hartmannsdorf b. Kirchberg,1320,12.547335,50.595343,27.17,Chemnitz Zwickau Region
Seibersbach,1319,7.71527,49.960213,14.63,Naheland
Niederlangen,1318,7.284729,52.856972,29.36,Grafschaft Bentheim-Emsland-Osnabrücker Land
Balgheim,1317,8.763938,48.066254,7.61,Schwäbische Alb
Hof,1317,8.014413,50.666559,8.08,Westerwald
Kleinmaischeid,1316,7.606314,50.512183,6.99,Westerwald
Ebertsheim,1315,8.10893,49.56781,5.29,Pfalz
Rittersdorf,1315,6.496749,49.997521,11.87,Eifel
Gondershausen,1315,7.496868,50.160728,13.45,Hunsrück
Steinebach/ Sieg,1313,7.826574,50.731885,4.54,Westerwald
Dähre,1311,10.908302,52.800712,79.22,Altmark
Kirchlauter,1311,10.716606,50.043605,16.91,Haßberge
Meddersheim,1311,7.615399,49.77687,13.15,Naheland
Bartenshagen-Parkentin,1310,11.978504,54.078304,15.33,Mecklenburgische Ostseeküste
Schloßvippach,1309,11.141288,51.106507,21.03,Welterberegion Wartburg-Hainich
Gröden,1309,13.573783,51.405884,22.14,Elbe Elster Land
Gusow-Platkow,1307,14.353613,52.571655,38.05,Seenland Oder-Spree
Gestratz,1307,9.98642,47.647887,15.32,Allgäu
Thomasburg,1307,10.657813,53.232111,26.74,Lüneburger Heide
Bliesdorf,1306,14.160301,52.693135,34.97,Seenland Oder-Spree
Groß Wittensee,1305,9.769945,54.404606,23.6,übrig. Schleswig-Holstein
Bell,1305,7.232896,50.387486,10.26,Eifel
Fachbach,1305,7.691321,50.338102,2.23,Lahntal
Aland,1304,11.698147,52.923824,92.84,Altmark
Häusern,1304,8.16842,47.754099,8.88,Südlicher Schwarzwald
Badem,1304,6.607855,50.004334,9.16,Eifel
Ebernhahn,1303,7.769891,50.472174,3.31,Westerwald
Weselberg,1303,7.607173,49.335593,14.64,Pfalz
Altenkirchen,1302,7.320514,49.442401,6.44,Pfalz
Düngenheim,1302,7.170312,50.258803,9.31,Eifel
Dabel,1301,11.903641,53.66105,24.77,Westmecklenburg
"Richtenberg, Stadt",1301,12.889018,54.200643,15.67,Vorpommern
"Bütthard, M",1301,9.879553,49.599237,36.26,Fränkisches Weinland
Gemünden,1300,7.480598,49.895912,10.66,Hunsrück
Altefähr,1300,13.126612,54.330671,20.6,Rügen/Hiddensee
Carinerland,1300,11.708623,54.012406,52.67,Mecklenburgische Ostseeküste
Wassenach,1299,7.279915,50.435005,6.17,Ahr
Schöfweg,1297,13.228763,48.839337,19.02,Bayerischer Wald
Trautskirchen,1296,10.590874,49.457658,19.81,Steigerwald
Schlagsdorf,1296,10.824221,53.730826,20.44,Mecklenburgische Ostseeküste
Monzelfeld,1296,7.074778,49.89108,12.51,Hunsrück
Villenbach,1295,10.615175,48.509484,17.8,Bayerisch-Schwaben
Zusamaltheim,1294,10.635449,48.530034,17.93,Bayerisch-Schwaben
Reichenbach,1294,12.346517,49.183626,10.53,Bayerischer Wald
Kasel,1293,6.731751,49.761893,4.53,Mosel-Saar
Lemgow,1293,11.321674,52.910082,64.48,Lüneburger Heide
Zurow,1291,11.615148,53.863817,40.8,Mecklenburgische Ostseeküste
Mehren,1291,6.88069,50.176524,13.0,Eifel
Hammoor,1290,10.322497,53.713776,7.82,übrig. Schleswig-Holstein
Mönchhagen,1290,12.226247,54.147623,10.74,Mecklenburgische Ostseeküste
Ingersleben,1290,11.141725,52.21351,31.63,"Magdeburg, Elbe-Börde-Heide"
Schafstedt,1290,9.293675,54.079915,18.16,übrig. Schleswig-Holstein
Drelsdorf,1289,9.041284,54.60599,17.7,übrig. Schleswig-Holstein
Berg,1289,6.948799,50.556432,18.95,Ahr
Domsühl,1288,11.771497,53.487338,40.25,Westmecklenburg
Selke-Aue,1288,11.271652,51.840153,36.78,Harz und Harzvorland
Neu Darchau,1288,10.884199,53.227889,22.73,Lüneburger Heide
"Burgwindheim, M",1288,10.595363,49.827259,37.38,Steigerwald
Aichelberg,1287,9.567184,48.638498,4.01,Region Stuttgart
Heuchelheim bei Frankenthal,1287,8.289569,49.56327,5.76,Pfalz
Gräfendorf,1287,9.738256,50.121214,45.3,Spessart-Mainland
Pechbrunn,1287,12.168271,49.968635,26.46,Oberpfälzer Wald
Niederdorf,1286,12.786017,50.726686,13.06,Erzgebirge
Herschweiler-Pettersheim,1285,7.34879,49.476474,7.47,Pfalz
Glashütten,1284,11.448864,49.890901,3.53,Fränkische Schweiz
Westerhorn,1284,9.681996,53.857844,9.37,übrig. Schleswig-Holstein
Elstertrebnitz,1284,12.2391,51.147289,11.66,Leipzig Region
Ebnath,1282,11.940206,49.950372,11.04,Oberpfälzer Wald
Kirchworbis,1282,10.398331,51.41134,5.45,Eichsfeld
Baar (Schwaben),1282,10.960289,48.588885,16.9,Bayerisch-Schwaben
Dausenau,1281,7.762292,50.330964,9.92,Lahntal
Oybin,1281,14.741702,50.841219,18.28,Oberlausitz/Niederschlesien
Damshagen,1281,11.153059,53.928323,38.57,Mecklenburgische Ostseeküste
Tüttendorf,1280,9.993457,54.392146,17.74,übrig. Schleswig-Holstein
Marktoffingen,1280,10.468622,48.923783,13.59,Bayerisch-Schwaben
"Markt Berolzheim, M",1280,10.844561,49.007979,14.56,Fränkisches Seenland
Seybothenreuth,1279,11.704726,49.895897,17.43,Fichtelgebirge
Güster,1279,10.680583,53.53952,7.78,übrig. Schleswig-Holstein
Lauenhagen,1279,9.208019,52.356164,9.71,Weserbergland
Bad Bayersoien,1278,10.996604,47.690984,17.65,Zugspitz-Region
Staudt,1277,7.827296,50.465019,2.65,Westerwald
Steimel,1277,7.627892,50.617697,5.59,Westerwald
Hüffelsheim,1276,7.799758,49.822271,6.55,Naheland
Holtsee,1276,9.854739,54.39873,21.72,übrig. Schleswig-Holstein
"Mönchgut, Ostseebad",1276,13.704918,54.330057,20.66,Rügen/Hiddensee
Didderse,1276,10.402871,52.381017,7.42,Lüneburger Heide
Kadenbach,1276,7.72874,50.386876,4.45,Westerwald
Lehmkuhlen,1275,10.361157,54.225915,31.38,Holsteinische Schweiz
"Waldstetten, M",1274,10.291038,48.348836,11.13,Bayerisch-Schwaben
Zöllnitz,1273,11.642431,50.86914,4.2,Saaleland
Halsenbach,1273,7.550566,50.17601,9.89,Hunsrück
Köngernheim,1272,8.246313,49.845416,3.63,Rheinhessen
Cornberg,1272,9.862856,51.042677,23.36,Waldhessen (Hersfeld-Rotenburg)
Georgenberg,1272,12.420471,49.702543,36.81,Oberpfälzer Wald
"Franzburg, Stadt",1272,12.877572,54.186968,15.2,Vorpommern
Sommersdorf,1271,11.07931,52.166282,29.36,"Magdeburg, Elbe-Börde-Heide"
Waake,1271,10.056425,51.555296,7.9,Harz
Sölden,1271,7.809109,47.932118,3.8,Südlicher Schwarzwald
Vielank,1271,11.140507,53.234587,77.53,Westmecklenburg
Stöckse,1271,9.341552,52.641122,38.52,Mittelweser
Auhagen,1271,9.294945,52.398326,12.35,Weserbergland
Oldenswort,1270,8.94255,54.372931,45.84,übrig. Schleswig-Holstein
"Prerow, Ostseebad",1269,12.567539,54.447148,11.29,Vorpommern
Heustreu,1269,10.258,50.35418,10.56,Rhön
Mehlmeisel,1268,11.854737,49.976004,13.23,Fichtelgebirge
Wallerfing,1268,12.880439,48.684111,20.76,Bayerisches Thermenland
Küllstedt,1267,10.27809,51.276661,13.11,Eichsfeld
Reinhardtsdorf-Schöna,1267,14.188622,50.894631,31.8,Sächsische Schweiz
Dennheritz,1266,12.460898,50.815499,13.37,Chemnitz Zwickau Region
Georgsdorf,1266,7.070904,52.5707,19.29,Grafschaft Bentheim-Emsland-Osnabrücker Land
Lembruch,1265,8.366446,52.526785,22.67,Mittelweser
Horstedt,1265,9.228784,53.177667,22.57,Unterelbe-Unterweser
Longuich,1265,6.770531,49.807532,8.82,Mosel-Saar
Lehmen,1265,7.449898,50.284121,10.25,Mosel-Saar
Rammingen,1264,10.170794,48.519683,14.03,Schwäbische Alb
Binsfeld,1264,6.706661,49.964485,9.95,Eifel
Königsfeld,1263,11.163108,49.945469,42.84,Fränkische Schweiz
Stolpe,1263,10.222608,54.128911,23.21,übrig. Schleswig-Holstein
Aufseß,1263,11.228675,49.8843,29.4,Fränkische Schweiz
Niederwerth,1261,7.606683,50.39585,3.04,Mittelrheintal
Hawangen,1260,10.26318,47.971213,14.53,Allgäu
Brücken,1260,7.111323,49.637723,13.66,Naheland
Sulzheim,1260,8.092437,49.844475,6.07,Rheinhessen
Steinhorst,1259,10.404833,52.689985,57.97,Lüneburger Heide
Lautrach,1259,10.115516,47.897235,8.07,Allgäu
Rügland,1257,10.58597,49.400863,20.91,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Niedermurach,1257,12.377216,49.448693,29.97,Oberpfälzer Wald
Kirchwalsede,1256,9.393998,53.020946,36.91,Lüneburger Heide
Sommerkahl,1256,9.258161,50.070187,5.46,Spessart-Mainland
Pölitz,1256,10.381723,53.772565,12.96,übrig. Schleswig-Holstein
Züssow,1255,13.546049,53.981577,29.64,Vorpommern
Nützen,1255,9.91977,53.864679,21.62,übrig. Schleswig-Holstein
Breitenthal,1255,10.297763,48.23717,13.27,Bayerisch-Schwaben
Kottweiler-Schwanden,1255,7.538939,49.473245,7.61,Pfalz
Sörgenloch,1255,8.200996,49.88327,2.43,Rheinhessen
Lasbek,1254,10.361146,53.733328,12.4,übrig. Schleswig-Holstein
Kehrig,1254,7.222549,50.279555,10.38,Eifel
Maihingen,1253,10.502083,48.927633,14.18,Bayerisch-Schwaben
Eppenbrunn,1252,7.559521,49.116242,34.03,Pfalz
Riegsee,1252,11.233785,47.698773,20.44,Zugspitz-Region
Bruckberg,1252,10.697953,49.358083,7.61,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Ellzee,1252,10.318667,48.337528,14.77,Bayerisch-Schwaben
Nübel,1251,9.583971,54.563867,18.34,übrig. Schleswig-Holstein
Gesees,1251,11.537687,49.899555,10.43,Fränkische Schweiz
Ustersbach,1251,10.640653,48.31583,11.13,Bayerisch-Schwaben
"Baudenbach, M",1251,10.536675,49.62386,22.09,Steigerwald
Biebelried,1250,10.08231,49.764669,22.73,Fränkisches Weinland
Hitzhusen,1250,9.851845,53.923021,7.93,übrig. Schleswig-Holstein
Egweil,1250,11.231911,48.785765,9.39,Naturpark Altmühltal
Dudeldorf,1250,6.636239,49.973758,11.02,Eifel
Stelzenberg,1249,7.739726,49.380053,9.24,Pfalz
Siefersheim,1249,7.957191,49.796519,6.28,Rheinhessen
Vaale,1249,9.379645,53.999755,14.91,übrig. Schleswig-Holstein
"Sankt Goarshausen, Loreleystadt, Stadt",1248,7.719227,50.153545,7.06,Mittelrheintal
Zeschdorf,1248,14.44273,52.426849,40.44,Seenland Oder-Spree
Balzhausen,1247,10.493311,48.242055,14.63,Bayerisch-Schwaben
Stadelhofen,1247,11.197502,50.003189,41.1,Obermain.Jura
Wittelshofen,1246,10.480991,49.060123,24.22,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
"Siedenburg, Flecken",1246,8.940684,52.692898,14.23,Mittelweser
Bösdorf,1246,10.490762,54.14153,21.09,Holsteinische Schweiz
Kirchenpingarten,1244,11.786196,49.921908,33.54,Fichtelgebirge
Weigendorf,1244,11.570203,49.499158,12.58,Bayerischer Jura
Sonneborn,1242,10.58792,50.992319,16.47,Welterberegion Wartburg-Hainich
Sulzfeld a.Main,1242,10.130682,49.708224,7.68,Fränkisches Weinland
Osterspai,1242,7.617194,50.243537,13.02,Mittelrheintal
Felm,1241,10.061496,54.409603,15.33,übrig. Schleswig-Holstein
Gingst,1241,13.259199,54.456954,21.75,Rügen/Hiddensee
Breitenburg,1241,9.572387,53.904698,10.47,übrig. Schleswig-Holstein
Enzklösterle,1240,8.474621,48.668044,20.18,Nördlicher Schwarzwald
Hüde,1240,8.356987,52.49539,24.41,Mittelweser
Büchel,1240,7.082821,50.172678,12.84,Eifel
Bokensdorf,1240,10.716047,52.501433,14.5,Lüneburger Heide
Gilten,1239,9.571926,52.706176,33.54,Lüneburger Heide
Klettbach,1239,11.150336,50.912913,15.23,Weimarer Land
Leupoldsgrün,1238,11.799216,50.289812,10.25,Frankenwald
Hasel,1237,7.897903,47.654288,11.65,Südlicher Schwarzwald
Todendorf,1237,10.348958,53.694794,12.81,übrig. Schleswig-Holstein
Müssen,1237,10.562546,53.494346,11.46,übrig. Schleswig-Holstein
Helferskirchen,1236,7.814659,50.512795,5.0,Westerwald
Tiddische,1235,10.80446,52.516745,16.84,Lüneburger Heide
Steinsfeld,1235,10.212126,49.421065,31.8,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Kallstadt,1234,8.175079,49.4913,6.57,Pfalz
Pellingen,1233,6.670684,49.674634,7.21,Mosel-Saar
Niederbergkirchen,1233,12.50617,48.312607,24.7,Inn-Salzach
Evessen,1232,10.71125,52.188334,17.55,Braunschweiger Land
Bensdorf,1232,12.343381,52.420493,34.34,Havelland
Wiesthal,1232,9.430765,50.030589,9.24,Spessart-Mainland
Großschweidnitz,1232,14.641025,51.06896,7.47,Oberlausitz/Niederschlesien
Lieser,1231,7.021045,49.919342,5.43,Mosel-Saar
Hopferau,1230,10.633921,47.612561,13.15,Allgäu
Hedersleben,1229,11.254384,51.858198,16.6,Harz und Harzvorland
Malching,1229,13.188575,48.313011,25.24,Bayerisches Thermenland
Münster,1228,10.906217,48.623205,17.72,Bayerisch-Schwaben
Nauroth,1228,7.876722,50.700359,6.87,Westerwald
Herforst,1228,6.695817,49.946466,3.75,Eifel
Unterleinleiter,1227,11.190906,49.822464,12.47,Fränkische Schweiz
Schönwald,1226,13.764921,51.977766,44.94,Spreewald
Wiesenau,1225,14.591206,52.230713,29.75,Seenland Oder-Spree
Kolbingen,1225,8.890061,48.05345,16.5,Schwäbische Alb
Linau,1225,10.46755,53.643933,9.66,übrig. Schleswig-Holstein
Ruppach-Goldhausen,1224,7.880475,50.463234,4.4,Westerwald
"Lassan, Stadt",1224,13.845043,53.945625,28.21,Vorpommern
Eyendorf,1223,10.153673,53.202349,13.74,Lüneburger Heide
Neuschoo,1223,7.512686,53.577457,14.47,Ostfriesland
Altenbuch,1223,9.401534,49.827992,37.64,Spessart-Mainland
Hellenhahn-Schellenberg,1222,8.024118,50.61068,7.28,Westerwald
"Barenburg, Flecken",1222,8.798729,52.621324,16.45,Mittelweser
Quitzdorf am See / Kwetanecy pri jezoru,1221,14.728696,51.267035,36.33,Oberlausitz/Niederschlesien
Klotten,1221,7.199421,50.166374,16.04,Mosel-Saar
Reichenwalde,1220,13.998033,52.264685,26.31,Seenland Oder-Spree
Untermaßfeld,1220,10.414949,50.53108,10.79,Thüringer Rhön
Fürthen,1220,7.668743,50.77935,2.19,Westerwald
Raitenbuch,1219,11.126572,49.014939,38.17,Fränkisches Seenland
Aletshausen,1218,10.389531,48.1998,17.65,Bayerisch-Schwaben
Demen,1217,11.765585,53.629942,46.82,Westmecklenburg
Dedelstorf,1216,10.504885,52.701001,76.32,Lüneburger Heide
Roskow,1216,12.715223,52.472329,39.26,Havelland
"Markt Einersheim, M",1216,10.295646,49.687505,7.77,Steigerwald
Beutelsbach,1215,13.113604,48.551651,20.39,Bayerisches Thermenland
Welle,1214,9.801616,53.240407,20.04,Lüneburger Heide
Höslwang,1214,12.329632,47.954333,16.18,Chiemsee-Alpenland
Essel,1213,9.64201,52.6919,34.15,Lüneburger Heide
Lonnig,1213,7.40734,50.31047,5.5,Eifel
Spabrücken,1212,7.712827,49.899687,16.61,Naheland
Carlow,1212,10.935979,53.758146,31.81,Mecklenburgische Ostseeküste
Weißdorf,1211,11.84847,50.185442,21.91,Fichtelgebirge
Malgersdorf,1211,12.747196,48.532507,11.48,Bayerisches Thermenland
Eglfing,1211,11.178794,47.734087,16.16,Pfaffenwinkel
Insingen,1211,10.164123,49.302953,21.32,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Hassendorf,1211,9.268038,53.112036,11.71,Unterelbe-Unterweser
Girod,1211,7.910898,50.450715,7.46,Westerwald
Gusborn,1209,11.195998,53.106259,48.3,Lüneburger Heide
Holzhausen an der Haide,1209,7.908817,50.22027,8.48,Lahntal
Hipstedt,1209,8.968361,53.495714,29.43,Unterelbe-Unterweser
Apfeldorf,1208,10.92837,47.895579,12.31,Ammersee-Lech
"Liebstadt, Stadt",1207,13.856393,50.863515,37.36,Sächsische Schweiz
Märkisch Linden,1207,12.708379,52.918014,44.19,Ruppiner Seenland
Rieden,1207,7.176587,50.395085,9.1,Eifel
Elgersburg,1206,10.853695,50.704539,9.49,Thüringer Wald
Sindelsdorf,1206,11.334112,47.724777,17.5,Pfaffenwinkel
Dettum,1204,10.669944,52.173042,17.2,Braunschweiger Land
Röfingen,1204,10.444424,48.424444,6.62,Bayerisch-Schwaben
Horben,1204,7.858704,47.935189,8.75,Südlicher Schwarzwald
Groß Kiesow,1203,13.477075,54.012127,47.73,Vorpommern
Wöhrden,1203,8.994508,54.165463,21.77,übrig. Schleswig-Holstein
Dünsen,1202,8.637791,52.924212,10.88,Oldenburger Land
Kastorf,1202,10.570134,53.748875,6.9,übrig. Schleswig-Holstein
Oberpöring,1201,12.825482,48.702125,17.39,Bayerisches Thermenland
Trossin,1200,12.824604,51.618371,79.68,Leipzig Region
Hauptstuhl,1199,7.492518,49.400211,5.0,Pfalz
Theisseil,1198,12.226711,49.691676,21.39,Oberpfälzer Wald
"Leuchtenberg, M",1198,12.256878,49.597435,32.36,Oberpfälzer Wald
Nistertal,1198,7.89282,50.626792,3.94,Westerwald
Schönau a.d.Brend,1196,10.104756,50.380479,15.57,Rhön
Neuenkirchen,1196,8.748262,52.774432,14.67,Mittelweser
Dahme,1195,11.08163,54.223661,9.11,Ostsee
Dohren,1195,9.70182,53.305306,12.2,Lüneburger Heide
Ilbesheim bei Landau in der Pfalz,1195,8.053633,49.182621,6.07,Pfalz
Görzke,1194,12.374401,52.172173,75.58,Fläming
Kellenhusen (Ostsee),1194,11.060024,54.190749,8.17,Ostsee
Gnutz,1194,9.823515,54.13533,22.93,übrig. Schleswig-Holstein
Freisbach,1193,8.270735,49.272207,4.97,Pfalz
Oberelbert,1193,7.816133,50.389904,3.45,Westerwald
Lindenberg,1193,8.096909,49.381314,3.79,Pfalz
Effelder,1193,10.246509,51.239151,10.94,Eichsfeld
Axstedt,1192,8.77323,53.35533,10.74,Unterelbe-Unterweser
Wutach,1192,8.444351,47.837555,30.51,Südlicher Schwarzwald
Berlingerode,1192,10.238458,51.458578,11.74,Eichsfeld
Erlbach,1191,12.786431,48.30704,28.13,Inn-Salzach
"Kohlberg, M",1190,12.01953,49.59155,33.52,Oberpfälzer Wald
Hennweiler,1190,7.436117,49.819237,14.1,Naheland
Neupetershain/Nowe Wiki,1190,14.164538,51.605157,18.8,Lausitzer Seenland
Alt Meteln,1190,11.340119,53.746405,23.22,Mecklenburgische Ostseeküste
Munkbrarup,1189,9.561132,54.8032,13.27,Ostsee
Enge-Sande,1188,8.98049,54.726675,24.82,übrig. Schleswig-Holstein
Lauter,1188,10.786311,49.972563,12.4,Haßberge
Merzalben,1188,7.73204,49.244632,30.0,Pfalz
Wallmenroth,1186,7.837401,50.796708,3.86,Westerwald
Linden,1185,7.645916,49.351256,5.09,Pfalz
Bockenau,1185,7.680669,49.837509,9.66,Naheland
Pellworm,1185,8.686238,54.518632,37.45,Nordsee
Hirschbach,1184,11.537719,49.55553,31.02,Bayerischer Jura
Borstel,1184,8.971999,52.669312,31.08,Mittelweser
Gersten,1184,7.495371,52.571887,28.83,Grafschaft Bentheim-Emsland-Osnabrücker Land
Nebelschütz / Njebjelčicy,1183,14.158044,51.263233,22.93,Oberlausitz/Niederschlesien
Münchweiler an der Alsenz,1183,7.884288,49.550619,7.09,Pfalz
Reinstorf,1183,10.572521,53.234322,30.48,Lüneburger Heide
Genderkingen,1183,10.879082,48.707762,11.67,Bayerisch-Schwaben
Zangberg,1182,12.424421,48.274482,9.83,Inn-Salzach
Neuwittenbek,1181,10.028294,54.367896,13.12,übrig. Schleswig-Holstein
Krickenbach,1181,7.666436,49.362893,10.03,Pfalz
Spornitz,1180,11.718505,53.407009,49.14,Westmecklenburg
Plötzkau,1180,11.685753,51.74533,23.91,"Magdeburg, Elbe-Börde-Heide"
Obermaßfeld-Grimmenthal,1179,10.44002,50.529849,5.59,Thüringer Rhön
Seck,1179,8.048049,50.576819,8.61,Westerwald
Ellgau,1179,10.869101,48.59937,13.91,Bayerisch-Schwaben
Michelau i.Steigerwald,1178,10.430249,49.90689,14.16,Steigerwald
Klein Berßen,1177,7.463796,52.768675,16.93,Grafschaft Bentheim-Emsland-Osnabrücker Land
Langenorla,1177,11.577882,50.740303,22.58,Thüringer Wald
Diebach,1177,10.187948,49.309419,22.34,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Kirchseelte,1176,8.677608,52.947891,15.0,Oldenburger Land
Trinwillershagen,1176,12.627245,54.249239,34.32,Vorpommern
Egg a.d.Günz,1176,10.283864,48.086384,20.71,Allgäu
Friedenfels,1175,12.102638,49.883436,16.28,Oberpfälzer Wald
Osterwald,1174,7.056631,52.548426,33.44,Grafschaft Bentheim-Emsland-Osnabrücker Land
Neustadt a.Main,1174,9.56761,49.930042,19.81,Spessart-Mainland
Werpeloh,1174,7.507496,52.875508,35.33,Grafschaft Bentheim-Emsland-Osnabrücker Land
Hirschfeld,1173,13.616906,51.386942,20.46,Elbe Elster Land
Aichen,1172,10.53914,48.227088,17.62,Bayerisch-Schwaben
Oberrieden,1171,10.427632,48.086861,20.81,Allgäu
Kirchberg,1170,12.048411,48.40547,17.1,Münchener Umland
Weißenohe,1170,11.253851,49.629594,4.69,Fränkische Schweiz
Katzhütte,1170,11.053083,50.552775,28.87,Thüringer Wald
"Ottenstein, Flecken",1170,9.408921,51.946485,32.92,Weserbergland
Rethwisch,1169,10.442751,53.782724,13.24,übrig. Schleswig-Holstein
Großenstein,1169,12.196776,50.902019,14.51,Thüringer Vogtland
Rohlstorf,1169,10.408268,53.971759,19.68,übrig. Schleswig-Holstein
Schnega,1168,10.892015,52.890334,54.36,Lüneburger Heide
Ziethen,1168,10.809322,53.693695,11.17,übrig. Schleswig-Holstein
Walkertshofen,1167,10.590536,48.226285,12.74,Bayerisch-Schwaben
Kayhude,1167,10.134312,53.757591,5.25,übrig. Schleswig-Holstein
Mühlental,1165,12.266965,50.37198,39.59,Vogtland
Schillingen,1165,6.785774,49.634538,19.55,Hunsrück
Höheinöd,1165,7.609229,49.289761,10.88,Pfalz
Weißkeißel / Wuskidź,1164,14.718297,51.494719,50.68,Oberlausitz/Niederschlesien
Kemnitz,1164,13.533193,54.075684,19.34,Vorpommern
Ehingen,1163,10.799608,48.59731,9.65,Bayerisch-Schwaben
Sprakensehl,1163,10.494115,52.767053,84.07,Lüneburger Heide
Hunding,1162,13.178538,48.84269,14.67,Bayerischer Wald
